active,age,associationId,backhandStyle,birthCity,birthDate,careerPrizeMoney,coach,doublesCareerLosses,doublesCareerTitles,doublesCareerWins,doublesHighestRank,doublesHighestRankDate,doublesLossesYearToDate,doublesRank,doublesTitlesYearToDate,doublesWinsYearToDate,firstName,handedness,heightCm,heightFt,id,lastName,nationality,natlId,playerHeadshotUrl,residence,singlesCareerLosses,singlesCareerTitles,singlesCareerWins,singlesHighestRank,singlesHighestRankDate,singlesLossesYearToDate,singlesRank,singlesTitlesYearToDate,singlesWinsYearToDate,weightKg,weightLb,yearToDatePrizeMoney,yearTurnedPro
True,24,A0C5,two-handed,Limassol,2000-10-09T00:00:00.000Z,14836,,0,0,0,781,2023-01-16T00:00:00.000Z,0,1569,0,0,Dimitris,left,,"0'0""",fef70a27-2108-436e-8320-bd5d4dd9ee59,Azoidis,Greece,GRE,https://www.atptour.com/-/media/alias/player-headshot/A0C5,,0,0,1,946,2024-10-28T00:00:00.000Z,0,1124,0,0,91.0,200.0,792,0
True,26,A0CG,two-handed,,1998-07-09T00:00:00.000Z,5813,,1,0,0,2116,2020-01-06T00:00:00.000Z,0,0,0,0,Shaheed,right,,,085beb04-2b08-4138-b78c-4f035c5e8361,Alam,Singapore,SGP,https://www.atptour.com/-/media/alias/player-headshot/A0CG,,0,0,0,1743,2018-03-05T00:00:00.000Z,0,1769,0,0,,,0,0
True,24,A0CJ,two-handed,"Split, Croatia",2001-02-05T00:00:00.000Z,603078,Frane Nincevic,1,0,1,491,2021-11-08T00:00:00.000Z,0,0,0,0,Duje,right,188.0,"6'2""",4d81ca76-87ba-468b-afdf-b20a7dafaafc,Ajdukovic,Croatia,CRO,https://www.atptour.com/-/media/alias/player-headshot/A0CJ,,10,0,7,105,2024-09-09T00:00:00.000Z,0,184,0,1,78.0,171.0,82263,2018
True,26,A0D2,,,1998-06-25T00:00:00.000Z,16763,,1,0,0,768,2024-11-18T00:00:00.000Z,0,916,0,0,Mousa,,,,c9b5d2e0-a0b1-42f4-873d-7463c685efc0,Alkotop,Jordan,JOR,https://www.atptour.com/-/media/alias/player-headshot/A0D2,,1,0,1,1111,2024-10-28T00:00:00.000Z,0,1426,0,0,,,470,0
True,28,A0D5,,,1997-05-03T00:00:00.000Z,2328,,0,0,0,1699,2022-11-21T00:00:00.000Z,0,0,0,0,Giovanni,,,,c9fe6c12-bf45-4fa2-b487-3b19431c8202,Agostinetto,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0D5,,0,0,0,0,,0,0,0,0,,,156,0
True,26,A0DF,two-handed,Moscow,1999-02-27T00:00:00.000Z,3902,Melik Feler,0,0,0,1442,2024-02-05T00:00:00.000Z,0,0,0,0,Davud,right,185.0,"6'1""",93c27a98-f4c0-46bc-a2b0-247d40a92d12,Amirov,Russia,RUS,https://www.atptour.com/-/media/alias/player-headshot/A0DF,,0,0,0,1668,2023-12-04T00:00:00.000Z,0,0,0,0,77.0,169.0,0,0
True,23,A0DR,,,2002-04-01T00:00:00.000Z,2574,,0,0,0,2209,2023-05-22T00:00:00.000Z,0,0,0,0,Ali,,,,64bd29e7-693e-4e1b-8413-18b59f5b79d7,Alshati,Kuwait,KUW,https://www.atptour.com/-/media/alias/player-headshot/A0DR,,0,0,0,0,,0,0,0,0,,,264,0
True,22,A0DV,,,2003-03-14T00:00:00.000Z,13466,,0,0,0,932,2025-06-09T00:00:00.000Z,0,984,0,0,Arda,,,,350d3344-5eee-41c0-b988-fa469e89beb9,Azkara,Turkiye,TUR,https://www.atptour.com/-/media/alias/player-headshot/A0DV,,0,0,0,730,2025-06-09T00:00:00.000Z,0,732,0,0,,,4305,0
True,26,A0E0,,,1999-01-18T00:00:00.000Z,2146,,0,0,0,0,,0,0,0,0,Laurin,,,,fd232748-6c4c-4794-9230-13a18c5be5e7,Aerne,Switzerland,SUI,https://www.atptour.com/-/media/alias/player-headshot/A0E0,,0,0,0,0,,0,0,0,0,,,0,0
True,22,A0E2,two-handed,"El Palmar, Murcia, Spain",2003-05-05T00:00:00.000Z,44732623,"Juan Carlos Ferrero, Samuel Lopez",6,0,7,519,2022-05-09T00:00:00.000Z,0,0,0,0,Carlos,right,183.0,"6'0""",38be60a1-3e3e-4165-8a38-832868bb4df2,Alcaraz,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/A0E2,,61,20,246,1,2022-09-12T00:00:00.000Z,5,2,4,37,74.0,163.0,6877646,2018
True,24,A0E5,two-handed,Rennes,2000-10-09T00:00:00.000Z,314666,,27,1,19,54,2025-05-19T00:00:00.000Z,11,55,1,13,Theo,left,191.0,"6'3""",d84d4ba8-b04b-4ef6-8e17-be206a2dc895,Arribage,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/A0E5,,0,0,0,1053,2022-11-21T00:00:00.000Z,0,1593,0,0,83.0,184.0,132538,0
True,24,A0E6,,Moscow,2001-03-12T00:00:00.000Z,29784,Sergey Kozak,0,0,0,845,2023-01-30T00:00:00.000Z,0,2261,0,0,Bekkhan,right,185.0,"6'1""",fc9b7bb7-d8d9-4d8b-b06b-fad03df1ce9f,Atlangeriev,Russia,RUS,https://www.atptour.com/-/media/alias/player-headshot/A0E6,,0,0,0,639,2022-11-28T00:00:00.000Z,0,1156,0,0,78.0,171.0,3263,0
True,25,A0E8,,,1999-09-07T00:00:00.000Z,1520,,0,0,0,0,,0,0,0,0,Elyas,,,,647a7590-a12c-42e1-bf45-626a7d2f18d3,Abdulnabi,Bahrain,BRN,https://www.atptour.com/-/media/alias/player-headshot/A0E8,,0,0,0,0,,0,0,0,0,,,480,0
True,22,A0EA,two-handed,Barcelona,2002-09-11T00:00:00.000Z,90119,,0,0,0,594,2023-05-22T00:00:00.000Z,0,942,0,0,Max,right,178.0,"5'10""",0ca66e3a-7e4a-458d-b0e2-b5d2e63d2147,Alcala Gurri,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/A0EA,,0,0,0,380,2025-05-26T00:00:00.000Z,0,385,0,0,68.0,149.0,16232,0
True,30,A0EH,,,1994-08-26T00:00:00.000Z,1136,,0,0,0,0,,0,0,0,0,Simon Peter,,,,f0d20616-77f0-42c9-b634-5aa375997fdd,Ayella,Uganda,UGA,https://www.atptour.com/-/media/alias/player-headshot/A0EH,,0,0,0,0,,0,0,0,0,,,0,0
True,23,A0ES,two-handed,Lisbon ,2002-03-26T00:00:00.000Z,99142,Frederico Marques,0,0,0,335,2025-01-13T00:00:00.000Z,0,359,0,0,Pedro,right,183.0,"6'0""",8c2f4e1e-253a-4d83-8280-6fd093d55261,Araujo,Portugal,POR,https://www.atptour.com/-/media/alias/player-headshot/A0ES,,0,0,0,390,2025-02-03T00:00:00.000Z,0,479,0,0,73.0,161.0,19384,2020
True,26,A0EU,single-handed,draguignan,1999-06-06T00:00:00.000Z,34722,,0,0,0,791,2025-06-16T00:00:00.000Z,0,791,0,0,Alexandre,right,188.0,"6'2""",3cc73686-f55b-43c5-be8d-bf45e3d80e6e,Aubriot,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/A0EU,,0,0,0,688,2023-06-12T00:00:00.000Z,0,942,0,0,85.0,187.0,4091,0
True,21,A0EY,,,2003-10-14T00:00:00.000Z,11057,,1,0,0,1064,2024-07-15T00:00:00.000Z,0,1185,0,0,Walid,,,,50ac6255-ab16-4d69-b800-443284096a33,Ahouda,Morocco,MAR,https://www.atptour.com/-/media/alias/player-headshot/A0EY,,1,0,0,1043,2023-07-24T00:00:00.000Z,0,2031,0,0,,,0,0
True,26,A0EZ,,,1999-05-02T00:00:00.000Z,840,,0,0,0,0,,0,0,0,0,Fernando,,,,ec8a4c7f-6523-4844-859c-a2296030446e,Andre,Angola,ANG,https://www.atptour.com/-/media/alias/player-headshot/A0EZ,,0,0,0,0,,0,0,0,0,,,0,0
True,24,A0F3,two-handed,messina,2001-01-31T00:00:00.000Z,48410,,0,0,0,719,2024-10-21T00:00:00.000Z,0,1143,0,0,Fabrizio,right,185.0,"6'1""",dd110442-9408-45b4-a116-72d30ce723b0,Andaloro,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0F3,,0,0,0,433,2025-06-16T00:00:00.000Z,0,433,0,0,83.0,182.0,14992,0
True,25,A0F7,,,1999-09-30T00:00:00.000Z,8130,,0,0,0,1587,2025-05-19T00:00:00.000Z,0,1606,0,0,Kaya,,,,887106a0-1f12-412d-8ba0-284f7c9c69f0,Arinc,Turkiye,TUR,https://www.atptour.com/-/media/alias/player-headshot/A0F7,,0,0,0,1567,2025-05-19T00:00:00.000Z,0,1567,0,0,,,2758,0
True,22,A0F9,two-handed,"Nuevo León, Monterrey ",2003-02-11T00:00:00.000Z,3915,Fernando Ochoa ,1,0,0,0,,0,0,0,0,Emiliano,right,183.0,"6'0""",0fe06746-80c5-4362-810f-e1b2bdb4bd94,Aguilera,Mexico,MEX,https://www.atptour.com/-/media/alias/player-headshot/A0F9,,0,0,0,1613,2024-10-21T00:00:00.000Z,0,1968,0,0,75.0,165.0,416,0
True,24,A0FC,two-handed,"Sanremo, Italy",2001-02-22T00:00:00.000Z,3917422,Alessandro Petrone,9,0,2,286,2022-08-08T00:00:00.000Z,4,583,0,1,Matteo,right,185.0,"6'1""",a640850e-b657-4b74-bf16-05127c7427e7,Arnaldi,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0FC,,58,0,63,30,2024-08-12T00:00:00.000Z,14,41,0,15,71.0,157.0,792110,2019
True,28,A0FJ,,,1996-10-10T00:00:00.000Z,1036,,0,0,0,0,,0,0,0,0,Babji Siva,,,,db5926e9-a926-4d70-93be-ab4a65bdb819,Atturu,India,IND,https://www.atptour.com/-/media/alias/player-headshot/A0FJ,,0,0,0,0,,0,0,0,0,,,0,0
True,22,A0FM,two-handed,Tula,2002-09-05T00:00:00.000Z,61669,Vladimir Valchkov,0,0,0,238,2025-02-10T00:00:00.000Z,0,255,0,0,Egor,right,188.0,"6'2""",405a5432-23ad-4dc2-aff3-a11d92e34cd8,Agafonov,Russia,RUS,https://www.atptour.com/-/media/alias/player-headshot/A0FM,,0,0,0,465,2025-03-17T00:00:00.000Z,0,475,0,0,76.0,167.0,13660,0
True,24,A0FR,two-handed,Lima ,2000-06-17T00:00:00.000Z,13943,,0,0,0,1441,2024-05-27T00:00:00.000Z,0,1900,0,0,Alberto Odiseo,right,188.0,"6'2""",21eb457f-65e6-4a37-b820-29816c7d3ce3,Alvarado Berrospi,Peru,PER,https://www.atptour.com/-/media/alias/player-headshot/A0FR,,0,0,0,1210,2023-09-11T00:00:00.000Z,0,1341,0,0,81.0,178.0,1195,0
True,25,A0G1,single-handed,Cordoba,1999-12-10T00:00:00.000Z,4111,Facundo Arguello,0,0,0,1724,2022-10-31T00:00:00.000Z,0,0,0,0,Benjamin Denis,right,168.0,"5'6""",aed0666d-c418-4eef-ae49-f56feba96179,Alarcon,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/A0G1,,0,0,0,1550,2022-08-15T00:00:00.000Z,0,1769,0,0,64.0,140.0,59,0
True,22,A0G4,,,2002-10-16T00:00:00.000Z,2191,,0,0,0,1640,2022-08-15T00:00:00.000Z,0,0,0,0,Oskar,,,,30fe2f17-9ac6-4d65-8436-6ba1f5369243,Antinheimo,Finland,FIN,https://www.atptour.com/-/media/alias/player-headshot/A0G4,,0,0,0,1631,2023-06-19T00:00:00.000Z,0,0,0,0,,,54,0
True,23,A0G7,two-handed,Buenos Aires,2002-06-14T00:00:00.000Z,103336,Fabian Blengino,0,0,0,242,2025-03-31T00:00:00.000Z,0,288,0,0,Valerio,left,183.0,"6'0""",4d538fd9-f898-4024-b91d-0ef35e781af4,Aboian,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/A0G7,,0,0,0,378,2024-10-21T00:00:00.000Z,0,430,0,0,73.0,160.0,14389,0
True,26,A0G8,two-handed,Alexandria,1999-03-04T00:00:00.000Z,52052,Karim Zaher,0,0,0,467,2023-08-07T00:00:00.000Z,0,742,0,0,Amr,right,185.0,"6'1""",58492ed0-aecc-4ce1-95c0-14aef5c58195,Elsayed,Egypt,EGY,https://www.atptour.com/-/media/alias/player-headshot/A0G8,,6,0,3,519,2023-05-08T00:00:00.000Z,1,759,0,0,77.0,169.0,5853,0
True,26,A0G9,,,1999-05-31T00:00:00.000Z,9644,,0,0,0,1013,2023-06-19T00:00:00.000Z,0,1264,0,0,Vesa,,,,ae233075-e210-421d-8ec6-5327a2cd3a8d,Ahti,Finland,FIN,https://www.atptour.com/-/media/alias/player-headshot/A0G9,,0,0,0,1141,2025-06-09T00:00:00.000Z,0,1144,0,0,,,1261,0
True,25,A0GB,,,1999-06-17T00:00:00.000Z,3366,,0,0,0,1911,2020-02-10T00:00:00.000Z,0,0,0,0,Liova,,,,656a1c2b-5ed0-4c64-b92b-caf309a1530a,Ajavon,Togo,TOG,https://www.atptour.com/-/media/alias/player-headshot/A0GB,,1,0,1,1658,2021-02-22T00:00:00.000Z,1,0,0,0,,,0,0
True,23,A0GC,two-handed,Saint-Martin-Boulogne,2002-01-09T00:00:00.000Z,868407,Peyre Guillaume,0,0,0,1946,2021-09-20T00:00:00.000Z,0,0,0,0,Terence,left,193.0,"6'4""",3583fb90-2afc-41b2-8441-97512a899566,Atmane,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/A0GC,,11,0,4,118,2024-07-22T00:00:00.000Z,1,123,0,0,80.0,176.0,243331,0
True,25,A0GR,,,2000-01-23T00:00:00.000Z,5217,,0,0,0,1687,2023-06-19T00:00:00.000Z,0,2223,0,0,Louis,,,,9578df5e-ee83-4131-846b-dc069a1d6615,Allen,Great Britain,GBR,https://www.atptour.com/-/media/alias/player-headshot/A0GR,,0,0,0,1789,2020-11-02T00:00:00.000Z,0,2119,0,0,,,971,0
True,22,A0GV,,,2002-11-04T00:00:00.000Z,462,,0,0,0,0,,0,0,0,0,Ronaldo,,,,7e55d5da-6b1e-4441-8b7e-03cc670c75c1,Alexandre,Brazil,BRA,https://www.atptour.com/-/media/alias/player-headshot/A0GV,,0,0,0,0,,0,0,0,0,,,0,0
True,30,A0GX,,,1994-11-15T00:00:00.000Z,29835,,3,0,0,0,,0,0,0,0,Abdulrahman,,,,073a57bf-353d-4f8f-81b0-45cdf9f55fe0,Al Janahi,United Arab Emirates,UAE,https://www.atptour.com/-/media/alias/player-headshot/A0GX,,0,0,0,0,,0,0,0,0,,,7260,0
True,23,A0H1,,,2001-06-16T00:00:00.000Z,1920,,0,0,0,1685,2024-09-23T00:00:00.000Z,0,1723,0,0,Anurag,,,,9c9dc050-14a4-4b23-a1bb-8ab18983de52,Agarwal,India,IND,https://www.atptour.com/-/media/alias/player-headshot/A0H1,,0,0,0,0,,0,0,0,0,,,0,0
True,21,A0HK,two-handed,Remiremont,2003-07-10T00:00:00.000Z,12186,Alen Avidzba,0,0,0,1511,2022-08-08T00:00:00.000Z,0,2078,0,0,Mikail,right,183.0,"6'0""",72ef1216-106f-4a1f-bc04-cfa5d3b8e32c,Alimli,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/A0HK,,0,0,0,1143,2024-08-12T00:00:00.000Z,0,1200,0,0,77.0,169.0,1124,0
True,20,A0HL,,,2004-07-21T00:00:00.000Z,819,,0,0,0,1735,2025-06-16T00:00:00.000Z,0,1735,0,0,Daniele,,,,eff15261-dc09-44e1-9700-4e11187c6df4,Augenti,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0HL,,0,0,0,0,,0,0,0,0,,,192,0
True,21,A0HM,,,2004-03-31T00:00:00.000Z,9463,,0,0,0,719,2024-07-15T00:00:00.000Z,0,970,0,0,Taym,,,,9aad505e-af11-4c68-bae1-fb7d9cb4e35c,Al Azmeh,Germany,GER,https://www.atptour.com/-/media/alias/player-headshot/A0HM,,0,0,0,1182,2023-11-20T00:00:00.000Z,0,1635,0,0,,,311,0
True,22,A0HW,,,2003-01-08T00:00:00.000Z,1162,,0,0,0,2083,2024-09-23T00:00:00.000Z,0,2159,0,0,Farzan,,,,d749cb87-f703-4472-99b5-dadd2d0f59db,Amiri,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/A0HW,,0,0,0,0,,0,0,0,0,,,0,0
True,23,A0HX,,,2001-10-09T00:00:00.000Z,322,,0,0,0,2083,2024-09-23T00:00:00.000Z,0,2099,0,0,Farhan,,,,a984a5b9-c76e-42e3-b297-3afaf95fb248,Amiri,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/A0HX,,0,0,0,0,,0,0,0,0,,,0,0
True,19,A0HZ,,,2006-03-04T00:00:00.000Z,6041,,0,0,0,1752,2025-05-19T00:00:00.000Z,0,1775,0,0,Lorenzo,right,,,06ec7792-ae00-4e7d-a453-6641825f846d,Angelini,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0HZ,,0,0,0,1363,2025-06-09T00:00:00.000Z,0,1366,0,0,,,2207,0
True,28,A0I0,two-handed,Civitavecchia,1997-03-29T00:00:00.000Z,22886,Daniele Musa & Michele Benso,0,0,0,302,2025-06-16T00:00:00.000Z,0,302,0,0,Simone,right,185.0,"6'1""",fce7e0ac-382d-4045-b707-daec1a9ac006,Agostini,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/A0I0,,0,0,0,1226,2024-09-30T00:00:00.000Z,0,1575,0,0,80.0,176.0,3102,0
True,21,A0I1,two-handed,Trbovlje,2004-06-04T00:00:00.000Z,56892,Grega Zemlja,0,0,0,865,2024-09-16T00:00:00.000Z,0,911,0,0,Bor,right,193.0,"6'4""",e550e798-65e5-4b74-abf4-dbccfd1e073f,Artnak,Slovenia,SLO,https://www.atptour.com/-/media/alias/player-headshot/A0I1,,4,0,3,373,2024-09-09T00:00:00.000Z,0,478,0,1,78.0,171.0,7151,0
True,22,A0I3,,,2003-01-15T00:00:00.000Z,979,,0,0,1,2484,2025-01-27T00:00:00.000Z,0,2522,0,1,Saud,,,,457f0b00-cd6a-46c6-b3d9-3f2de090d3cb,Alhogbani,Saudi Arabia,KSA,https://www.atptour.com/-/media/alias/player-headshot/A0I3,,1,0,0,0,,1,0,0,0,,,361,0
True,21,A0I6,,,2004-03-21T00:00:00.000Z,5844,,0,0,0,1082,2023-07-24T00:00:00.000Z,0,1734,0,0,Filip,,,,7c36145e-3035-4d3d-b092-6560d8d10b9e,Apltauer,Czechia,CZE,https://www.atptour.com/-/media/alias/player-headshot/A0I6,,0,0,0,1372,2024-09-16T00:00:00.000Z,0,1477,0,0,,,0,0
True,20,A0I8,,,2005-02-23T00:00:00.000Z,4417,,0,0,0,1076,2024-10-21T00:00:00.000Z,0,1204,0,0,Miguel,,,,d95aafaf-3fbf-4414-97d8-62efdf10dbc9,Avendano Cadena,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/A0I8,,0,0,0,0,,0,0,0,0,,,608,0
True,28,A0I9,two-handed,Hagenow,1996-07-31T00:00:00.000Z,7478,,0,0,0,1364,2023-02-27T00:00:00.000Z,0,1787,0,0,Edison,right,175.0,"5'9""",894332ec-fe01-42be-a18f-3962b62ce090,Ambarzumjan,Germany,GER,https://www.atptour.com/-/media/alias/player-headshot/A0I9,,0,0,0,1176,2024-12-09T00:00:00.000Z,0,1347,0,0,80.0,176.0,1129,0
True,20,A0IA,two-handed,Minsk,2004-10-19T00:00:00.000Z,44501,,1,0,0,418,2025-05-26T00:00:00.000Z,0,419,0,0,Erik,right,191.0,"6'3""",c1a77a77-21d6-4b73-9e8d-d2349ae2de77,Arutiunian,Belarus,BLR,https://www.atptour.com/-/media/alias/player-headshot/A0IA,,1,0,0,492,2025-06-16T00:00:00.000Z,0,492,0,0,88.0,195.0,11030,0
True,21,A0IE,two-handed,Dijon,2003-08-08T00:00:00.000Z,22903,,0,0,0,1022,2024-12-09T00:00:00.000Z,0,1436,0,0,Seydina,right,196.0,"6'5""",abbcd016-5382-433e-ae78-207c3c7468df,Andre,Senegal,SEN,https://www.atptour.com/-/media/alias/player-headshot/A0IE,,0,0,0,743,2023-11-13T00:00:00.000Z,0,926,0,0,88.0,195.0,2573,0
True,21,A0IH,two-handed,"San Ramon, Ca",2003-11-05T00:00:00.000Z,16214,"Ty Tucker, Bryan Koniecko, Jordan Belga",0,0,0,874,2025-02-17T00:00:00.000Z,0,909,0,0,Jack,right,188.0,"6'2""",da00446b-c9db-42b1-b8db-10046840ff61,Anthrop,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/A0IH,,0,0,0,839,2023-06-19T00:00:00.000Z,0,855,0,0,75.0,165.0,0,0
